participant,story,schema,1,2,3,4,5,6,7,8
030419_p1,34,Location,0,1,1,2,0,2,0,0
030319_p3,34,Location,,,,,,,,
030519_p2,34,Location,1,1,0,0,2,2,2,1
030519_p3,34,Location,1,0,0,2,2,2,0,2
030719_p2,34,Social,2,0,0,0,2,2,0,1
030819_p1,34,Location,1,0,0,0,1,2,0,1
030819_p2,34,Social,1,0,0,0,1,2,2,2
031219_p2,34,Location,1,1,2,2,0,2,1,2
031319_p1,34,Location,0,1,2,2,1,2,2,2
031319_p4,34,Location,0,0,0,2,1,2,1,0
031519_p1,34,Social,1,0,0,0,0,2,0,2
