date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-28,5eac5376dfc1010c08a633bb,13,10,2,"""smelled odd and was dimly lit""",,"""pasta sauce and bowtie pasta""",,"""1, the one the clients have entered""",,"""32 dollars, credit card""",,""" 3 months""",,"""constant fighting""",,"""yes, they are also tired of fighting""",,"""liam wants luna the cat""",
2020-07-28,571ceeb64ca277000953d1c1,13,3,0,""" smells of lavendar and lined with pine shelves of organic food""",,"""bow tie pasta and pasta sauce""",,"""2""",,"""37 and credit card""",,"""5 months""",,"""they fight over the smallest of things""",,"""yes, because they no longer feel like they can work through the fighting""",,"""Liam wants the cat back""",
