date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-28,5e14da8da29f4b000ccc9b1d,32,2,0,"""an hour""",,"""the bins in which people put metal objects and the metal detector""",,"""gate z""",,"""business class""",,""" jeff works at a vineyard and william is a buyer of wine for corporate events""",,"""800 dollars """,,"""cant remember""",,"""handshake""",
2020-07-28,5d4ad488dfd8230018fd0b45,32,2,1,"""2hours""",,"""dont know""",,"""4""",,"""4A""",,""" CEO""",,"""50000""",,"""cant remember""",,"""handshake""",
2020-07-28,5cb8d06a75c0e10001540418,32,2,0,"""22 minutes""",,"""changing the security bin""",,"""b12""",,"""I have no idea; near the middle? """,,""" They both work in the win trade, Jeff is the supplier to coporate functions wheras William is a buyer of wines""",,"""$800 for $1600 worth of wine samples over 5 crates""",,"""yankee vines""",,"""handshake""",
2020-07-28,5ecc7ff92fdab685b971ab4b,32,30,2,""" 2 hours""",,"""There was something strange in a box.""",,"""2B""",,"""1A and G3""",,"""Sales Assistant and Wine Tester""",,"""$800""",,"""Yankee""",,"""A handshake.""",
2020-07-28,5ed773ad2006c61f224dc9a0,32,2,1,"""  """,,,,,,,,,,,,""" """,,""" """,
