date,prolific_id,story,persp,p_type,1,q1,a1,2,q2,a2,3,q3,a3,4,q4,a4,5,q5,a5,6,q6,a6,7,q7,a7,8,q8,a8
2020-06-24,5ed9232765948647682f2a62,14,4,0,"""big""",,,"""They are in a class on philosophy, and the lecture is about Aristotle and his categories""",,,"""Our word for category comes from Aristotle""",,,"""The exam is next week""",,,"""four weeks""",,,"""they will not work long distance and she is going abroad""",,,"""he does not want to break up because he loves her""",,,"""Maria wants her alpaca sweater back after she left it in his dorm""",,
2020-06-24,5ecb879410d64c70d022d544,14,10,2,""" Large""",,,"""Philosiphy, catorgies""",,,"""catagories come from greak""",,,,,,"""1 weak""",,,"""Cant do long distance""",,,"""No, he loves her""",,,"""Maria wants her alpaca sweater back""",,
2020-06-24,5eb83f00de449a08d23547dd,14,10,2,""" large""",,,"""philosophy, and aristotles categories""",,,"""categories were considered introduction to aristotle""",,,"""donapostrophe """,,,"""2 months""",,,"""she is going to be going away for study abroad""",,,"""no, he thinks they can still work it out even if itapostrophe """,,,"""alpaca sweater""",,
2020-06-24,5e013bff839079d2336c9b06,14,4,0,""" big hall with high ceilings. about 17 rows of desks""",,,"""aristotle""",,,,,,,,,"""did not specify""",,,"""long distance""",,,"""long distance""",,,"""maria""",,
2020-06-24,5def71cd68885201653393ab,14,4,1,"""big""",,,"""ancient studies talking about aritstoles categories""",,,"""aristostles had 10 categories""",,,"""the exam""",,,""" for a week""",,,"""because she is going on a study abroad""",,,"""he does not because he loves her""",,,"""maria wants her alpaca sweatshirt back""",,
