date,prolific_id,story,persp,p_type,1,q1,a1,2,q2,a2,3,q3,a3,4,q4,a4,5,q5,a5,6,q6,a6,7,q7,a7,8,q8,a8
2020-06-24,5e70f95a7b8fa90009292b14,34,4,1,""" it is large, it has three projectors""",,,"""it is a history class, and the subject is learning about Augustus and the Roman Empire""",,,"""the history of the roman empire""",,,"""the midterm is due on Thursday and is to be emailed""",,,"""Alma is the Ceo and Founder of a company and Charlie is a finance person for his company""",,,"""$28,000""",,,"""Churchill something""",,,"""they hug after making the verbal deal""",,
2020-06-24,5eb5f6d5e38e9f4e6c8dde3f,34,4,0,"""it is big and spacious and has many projectors""",,,"""it is about ancient history and rome""",,,"""that rome was trying to become as beautiful as athens""",,,"""there was an assignment due by the next class""",,,"""alma has a business startup and charlie is a part of a group that funds business startups""",,,"""about half of $52,000""",,,"""i do not remember""",,,"""a hug""",,
2020-06-24,5ec7a3794f89b8205c25fba3,34,4,1,"""large, inferred by the fact that they could whisper throughout the lecture and theywerent heard""",,,"""history class, it was about augustus""",,,"""history, specifically about the romans""",,,"""an exam on thursday""",,,""" Charlie works as part of a student funding group Alma is a Ceo""",,,"""56000""",,,"""cannot remember""",,,"""hug""",,
2020-06-24,5de12fbfe4f42a1842172d7a,34,4,0,"""an auditorium""",,,"""archeology and about augustus""",,,"""augustus""",,,"""thursday""",,,""" business trading?""",,,"""28000""",,,,,,"""a hug""",,
