date,prolific_id,story,persp,p_type,1,q1,a1,2,q2,a2,3,q3,a3,4,q4,a4,5,q5,a5,6,q6,a6,7,q7,a7,8,q8,a8
2020-06-24,5d4af994c2eac9001a6a7a33,41,1,1,"""wood and pine """,,,"""fancy """,,,"""cannot remember enough detail to describe""",,,"""unsure """,,,""" unsure """,,,"""unsure  """,,,"""for a concert""",,,"""1pm""",,
