date,prolific_id,story,persp,p_type,1,q1,a1,2,q2,a2,3,q3,a3,4,q4,a4,5,q5,a5,6,q6,a6,7,q7,a7,8,q8,a8
2020-06-24,5d82994758861000188f76dc,42,2,1,"""15""",,,"""not sure""",,,"""j57""",,,"""7d""",,,""" shoe lace """,,,"""no""",,,"""dinner""",,,"""1055""",,
2020-06-24,5e3f032709a1141608164346,42,2,1,""" 3hours and 35 minutes""",,,"""fault with scanner""",,,"""j35""",,,"""7d""",,,"""boook""",,,"""were you a gymnast""",,,"""drinks next tuesday""",,,"""11""",,
2020-06-24,5c8a2d11f7ab04001042af3c,42,40,2,""" 35 minutes""",,,"""the metal detectors are not working""",,,"""jfk""",,,"""anna sits in the middle while david does not board the plane""",,,"""a half skipped bag""",,,"""are you a gymnanist as that was a tumble""",,,"""next tuesday for dinner""",,,"""10.55am""",,
2020-06-24, 5ea945b5692da4020240a251,42,2,1,""" The arrived about 11.30 and had just about thirty minutes before their flight.""",,,"""The reason for the holdup at the security is as a result of a metal detector malfunction.""",,,"""The client are walking towards the exit gate""",,,"""Anna sat at the Business class section according to the story.""",,,"""A cart""",,,"""Are you a journalist?""",,,"""The couple will met for a dinner sometime next week""",,,"""they parted when the plane was about to take off.""",,
2020-06-24,598c282ccceb0f0001b39660,42,2,0,"""35 mins""",,,"""malfunction in the detector""",,,"""j37""",,,"""7d""",,,""" book""",,,"""are you a gymnast""",,,"""tuesday dinner""",,,"""10""",,
2020-06-24,562a00dac8ffc20012513fbe,42,2,1,""" anna has 30 minutes and david has one hour?""",,,"""there was a malfunction with the metal detector""",,,"""J37""",,,"""anna sits in buisness class in 7D and I am not sure about david""",,,"""boarding pass""",,,"""what time is your flight leaving""",,,"""they will meet each other when they arrive back""",,,"""i am not sure maybe 10.30""",,
