participant,story,schema,1,2,3,4,5,6,7,8
030119_p3,32,Social,1,1,1,0,2,2,2,1
030419_p2,32,Social,1,1,0,2,2,2,2,1
030519_p2,32,Social,2,1,2,2,2,1,2,2
030519_p3,32,Social,0,1,2,1,0,0,0,1
030719_p1,32,Social,2,0,1,0,2,1,0,1
030719_p3,32,Location,2,1,2,1,2,1,2,1
030819_p2,32,Location,2,1,2,2,2,1,2,1
031319_p2,32,Social,1,1,0,0,2,1,1,0
031519_p1,32,Location,0,0,0,0,2,2,0,0
031519_p2,32,Social,0,1,1,0,2,2,0,2
