participant,story,schema,1,2,3,4,5,6,7,8
030419_p1,42,Social,0,1,2,0,2,2,2,2
030319_p3,42,Social,0,1,2,1,2,2,2,2
030519_p1,42,Social,1,1,2,0,2,2,2,2
030719_p1,42,Location,2,1,1,0,1,2,2,2
030719_p3,42,Social,2,1,1,0,2,2,2,2
031219_p1,42,Location,0,1,0,0,1,2,2,2
031219_p2,42,Social,2,0,2,1,2,2,2,2
031319_p4,42,Social,2,0,2,0,2,2,2,2
031519_p3,42,Location,2,1,2,1,2,2,1,2
