participant,story,schema,1,2,3,4,5,6,7,8
030419_p1,21,Social,Not sure ,Very small ,Senna gets oysters and alvira gets pasta,They love the food and senna says the oysters taste like the sea,He's very excited ,Not sure,The waiter,Everyone in the restaurant 
030419_p2,21,Location,Very highclass,Chef has cursive script. there are no prices. its very high end,Garlic oyster thing and sea scallops with carmelized onion thing,Yes they love it especially the oysters,Nervous and excited as well,Don't remember,The waiter,The restaurant breaks into cheers
030519_p1,21,Social,It is really classy and pretty. it is next to the ocean,Lots of different tasty seafood items,Oysters and scallops ,They love it,He is really nervous and excited,Big cannary diamond ring that belonged to his grandmother,The waiter,The people at the retaurant
030719_p2,21,Social,It is beautiful and elegant with chandeliers and a view of the pacific ocean,"Simple, elegant, no prices",Scallops and oysters with parmesan and garlic,They love it,Nervous but excited,Canary diamond with little diamonds around the outside with a simple silver band,The waiter,The restaurant
030819_p1,21,Location,With vines throughout it,The menus are large,Something with tomatoes,They seem to enjoy it,He feels nervous and anxious,The ring is his grandmother's,A waiter helps with the proposal,The waiter and those present in the restaurant
031219_p1,21,Social,,,,,,,The waitor ,
031319_p1,21,Location,,,,,,,,
031319_p4,21,Social,"The restaurant was a fancy, one of the best in town",I do not recall,"I do not recall, but alvira liked the tomatoes",Yes they do like the food and alvira loved the tomatoes,He feels nervous,It had a big diamond on the front ,Yes the waitress brings a cake with the ring on top,Everyone in the restaurant
031519_p1,21,Social,"Beautiful decor, view on ocean",A lot choices,Oysters,Good food,Eager and nervous,I don't know,Waiter,"Waiter, people at the restaurant"
