date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-29,5ea5bee3fc11ed5a8a85f26b,33,3,0,""" big store with many asiles""",,"""crackers, ketchup, and sparkling water""",,"""10, they went to asile 6""",,"""23 dollars, with check""",,"""manager and sales agent""",,"""1500 dollars""",,"""orange fields""",,"""drink champagne""",
2020-07-29,5eb3c2e29eb7cb1a6d8054bc,33,3,1,"""busy with pumpkins on one side""",,"""crackers and fizzy water""",,"""10 open lane 6""",,"""23 dollars and cheque""",,"""head of purchasing and sales for an italian cheese company""",,"""12000""",,"""orange supermarket""",,"""handshake""",
2020-07-29,5460ef52fdf99b49ea4b5906,33,3,1,""" it had halloween displays with pumpkins""",,"""crackers, sparkling water""",,"""lane 6, 4 open""",,"""23 dollars, cheque""",,"""cheese salesperson, supermarket manager""",,"""50,000 dollarsbackslash""",,"""orange groceries""",,"""mini champagne""",
2020-07-29,5ac607f668b65b00018d60fa,33,30,2,"""dressed for halloween""",,"""crackers, ketchup and bottled water""",,"""10, 6""",,"""23 dollars, cheque""",,""" sales representative""",,"""1500""",,"""orange grocers""",,"""a bottle of champagne""",
2020-07-29,5ebee71b8565892a3d0b5053,33,3,0,""" it has halloween decorations and items and it is busy with people stocking up for halloween""",,"""they pick out crackers, ketchup and sparkling water for later""",,"""10 are open and they go to number 6""",,"""the groceries cost $23 and ms morrison uses a cheque to pay for it""",,"""do not remember""",,"""$20000""",,"""orange supermarkets""",,"""thy pop open a small bottle of champagne that was in ms. morrisons purse""",
2020-07-29,5e66af6f70f23a07c791f77d,33,3,1,"""fresh produce at entrance""",,"""crackers""",,"""10 open they step into lane 6""",,"""cheque""",,""" national sales manager and purchasing manager""",,"""1500""",,"""Dont know""",,"""popping champange""",
2020-07-29,5ea201ca3a942a102c3bb83a ,33,30,2,""" stocked for halloween""",,"""crackers, ketchup, sparkling water""",,"""10 aisles, aisle 6""",,"""$23, cheque""",,""".""",,"""$1500""",,"""orange grove""",,"""pop champagne""",
