date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-29,5ea95301f1853405e031a30d,44,40,2,""" """,,"""history of egypt mummification""",,,,"""quiz on friday""",,"""eraser""",,"""are you from La""",,"""8pm for a walk""",,"""noon""",
2020-07-29,59de4ee5d838ae0001850567,44,4,1,""" It was dark as it was in the basement.""",,"""The history of Egypt""",,"""They are talking about the process of mummification.""",,"""2""",,"""a pen""",,"""a note from leon""",,"""that evening for a date""",,"""cant remember sorry""",
2020-07-29,5d5db7f7ca179000180b17cc,44,4,0,"""history""",,"""history, mummification""",,"""topic about mummy""",,"""not sure""",,"""not sure""",,"""have i seen you before""",,"""they will meet later tonight for coffee""",,"""4pm""",
