date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-29,5dd827c1393bd37c1adb1d47,22,2,1,"""1 hour 15 minutes""",,"""someone with metal on their person""",,"""c4""",,"""5a""",,""" 1 year""",,"""3 pink""",,"""box""",,"""her friend""",
2020-07-29,5898b6e256357700011c2c6b,22,20,2,"""30 min""",,"""ring in pocket""",,"""34""",,"""first claww""",,""" 2""",,"""1""",,"""red bag""",,"""no on""",
2020-07-29,5a68460063394a000155bc50,22,20,2,"""no idea""",,"""isabel had packed her laptop""",,"""no idea""",,"""first class front seats """,,""" 11 months""",,"""no idea""",,"""a velvet case""",,"""her best friend""",
2020-07-29,5c6fe83f2b44fc000115f3b9,22,2,0,"""?""",,"""ring setting of metal detectors""",,"""donapostrophet know""",,"""dont know""",,""" I have no idea""",,"""1 i think""",,"""a ring box""",,"""cant remember""",
2020-07-29,5ec607a0e89daa67ea37f84f,22,2,0,"""hours""",,"""the proposal""",,"""boarding gate""",,"""2a 2b""",,""" 5 """,,"""10""",,"""propose""",,"""love""",
