date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-29,56a8bb427f2472000b9522f6,23,20,2,""" busy because it is nearing thanksgiving. there are also many posters by the entrance and products stacked up high""",,"""pumpkin puree and vinegar. they bought other things too as the total cam to 14 dollars""",,"""3 open and they went to one nearest the entrance""",,"""14 dollars. cash""",,"""23 months""",,"""white and multiple diamonds. sparkly and dazzling""",,"""wallet""",,"""mother""",
2020-07-29,5ebf19feee7c5b13537f1d35,23,3,1,"""bustling""",,"""bread""",,"""5 are open, they went to 3""",,"""14 dollars, paid in cash""",,""" 3 years""",,"""5 and white""",,"""ring box""",,"""her mom""",
2020-07-29,5dc486da84799a35fbede98d,23,3,1,""" bright and spacious busy as it is thanksgiving""",,"""cranberry sauce chestnuts""",,"""checkout 3 """,,"""14 dollars cash""",,"""23 months""",,"""1 white diamind""",,"""yams""",,"""mum""",
2020-07-29,5b9d57e5737d030001ad2cbf,23,3,0,""" I cannot remember""",,"""tinned pumpkin and cranberries""",,"""5 and they went to 2""",,"""14 paid by cash""",,"""21 months""",,"""1 white diamond""",,"""inside his wallet""",,"""cannot remember""",
2020-07-29,5ec1908afa6533211eb93144,23,20,2,"""Packed with people because of Thanksgiving""",,"""groceries """,,"""3 lanes, second one.""",,"""$14. Paid in cash.""",,""" 24 months""",,"""2 diamonds and glittery white""",,"""wallet""",,"""mother""",
2020-07-29,558acd52fdf99b65685f03d9,23,3,1,""" cluttered with posters in the front. a lot of people where in there  as well because they were shopping for Thanksgiving.""",,"""Turkeys and stuffing""",,"""Two and the one on the left.""",,"""$55 and someone paid for them with a credit card.""",,"""26 weeks""",,"""1 diamond, and white""",,"""a crusted box""",,"""her mom""",
