date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-29,5e7009d7b3d2255e174696cd,21,1,1,""" it is beautiful""",,"""small with swirling writing""",,"""oysters with garlic sauce""",,"""very much""",,"""5 years""",,"""3 yellow""",,"""chocolate cake""",,"""dad""",
2020-07-29,5cd0ca0e657e300001945935,21,20,2,""" with chandeliers """,,"""small  with chefs descriptions""",,,,"""delicious """,,"""5 years""",,"""3 x yellow diamonds""",,"""a small cake""",,"""dad""",
2020-07-29,561fb820ed6e5a000fc7ec68,21,20,2,"""chandeliers and views of the ocean.Sounded very classic and fancy""",,"""Small menus with selections from the head chef, the font was cursive and there were no prices""",,"""Senna had oysters and Alvira had scallops""",,"""They loved it, the oysters tasted like the ocean""",,""" 5 years""",,"""3 canary yellow diamonds from his Grandmaapostrophes wedding ring""",,"""A small cake""",,"""Her dad""",
2020-07-29,5d03b5abd95b760017c46e18,21,1,1,""" With chandeliers and a view of the ocean""",,"""small with cursive loop writing and no mention of price""",,"""oysters and pasta""",,"""Very much Sennaapostrophes oysters were particularly good tasting of the ocean""",,"""5 years""",,"""3 and canary yellow""",,"""in a box on a cake""",,"""Her dad""",
2020-07-29,5e9d13e59fb53d1f274065cb,21,1,0,""" the restaurant has a great view of the ocean and decorated with chandellia""",,"""oysters, some cake and ??""",,"""some oysters and sea food""",,"""Yes, they loved it cos the oyster, especially, tasted like the ocean""",,"""5 years...not sure""",,"""3 white diamonds""",,"""cake""",,"""Her father""",
