participant,story,schema,1,2,3,4,5,6,7,8
030119_p3,44,Location,1,1,1,2,2,2,1,0
030419_p2,44,Location,1,1,1,2,1,1,1,1
030519_p1,44,Location,0,1,1,0,2,2,2,2
030719_p2,44,Location,0,2,1,1,2,2,2,1
030819_p1,44,Social,2,0,0,2,2,2,2,1
031219_p1,44,Social,0,0,0,1,2,2,1,0
031319_p1,44,Social,,,,,,,,
031319_p2,44,Location,0,1,1,1,1,2,1,1
031519_p2,44,Social,1,1,0,2,2,2,1,2
031519_p3,44,Social,0,0,0,0,1,2,1,1
