participant,story,schema,1,2,3,4,5,6,7,8
030119_p1,22,Location,2,2,1,1,0,0,2,1
030419_p1,22,Location,1,1,1,0,0,0,1,1
030319_p3,22,Location,0,1,2,2,0,0,2,1
030519_p2,22,Location,0,2,2,2,2,0,2,1
030519_p3,22,Location,0,1,2,2,0,1,1,1
030719_p2,22,Location,1,2,0,2,0,0,1,1
030819_p1,22,Social,1,1,2,1,0,0,2,2
030819_p2,22,Social,1,1,1,2,2,2,1,1
031319_p1,22,Social,,,,,,,,
031319_p4,22,Location,1,1,1,1,0,2,1,1
031519_p3,22,Social,1,2,1,1,0,0,2,1
