participant,story,schema,1,2,3,4,5,6,7,8
030419_p1,13,Location,0,2,0,0,1,2,2,2
030419_p2,13,Social,0,1,1,0,0,2,2,2
030519_p2,13,Location,0,2,0,2,0,1,1,2
030519_p3,13,Location,0,1,2,2,1,2,2,2
030719_p1,13,Location,0,2,2,1,1,2,2,2
030719_p3,13,Social,0,1,2,1,0,2,2,2
030819_p2,13,Location,2,1,0,1,1,0,1,2
031319_p4,13,Location,1,1,0,2,1,0,1,2
031519_p3,13,Location,0,1,2,1,1,1,1,2
