participant,story,schema,1,2,3,4,5,6,7,8
030119_p1,12,Social,2,1,2,2,2,2,2,2
030119_p3,12,Location,0,2,2,2,2,2,2,2
030419_p2,12,Location,1,2,2,1,2,2,1,2
030519_p1,12,Location,1,0,2,1,1,2,2,2
030719_p2,12,Social,1,1,2,2,2,2,1,2
030819_p1,12,Location,2,2,2,2,2,2,2,2
031219_p1,12,Social,0,0,0,0,1,2,1,2
031219_p2,12,Social,2,2,2,2,1,2,2,1
031319_p1,12,Location,,,,,,,,
031319_p2,12,Location,2,1,1,2,2,2,2,1
031519_p1,12,Social,0,1,2,2,1,1,1,2
031519_p2,12,Location,2,2,2,2,1,2,2,2
