participant,story,schema,1,2,3,4,5,6,7,8
030119_p1,43,Social,2,1,1,2,2,2,2,1
030119_p3,43,Social,0,2,2,2,0,2,2,2
030319_p3,43,Location,,,,,,,,
030519_p2,43,Social,0,1,2,2,1,2,1,1
030519_p3,43,Social,0,2,1,2,0,2,1,2
030719_p2,43,Social,0,2,2,1,0,2,1,2
030819_p1,43,Location,0,1,2,2,1,0,2,2
030819_p2,43,Social,1,2,2,2,1,2,1,2
031319_p1,43,Location,2,2,2,2,0,0,0,0
031319_p2,43,Social,0,1,1,2,0,2,1,0
031519_p1,43,Social,1,1,2,0,0,1,1,0
031519_p2,43,Location,1,0,0,2,0,0,2,2
