participant,story,schema,1,2,3,4,5,6,7,8
030119_p3,11,Social,1,1,2,2,0,2,2,2
030319_p3,11,Location,,,,,,,,
030519_p2,11,Social,1,2,2,2,0,1,2,2
030519_p3,11,Social,1,2,2,2,1,2,2,2
030719_p2,11,Location,2,0,1,1,1,2,2,2
030819_p1,11,Social,1,2,1,2,1,2,2,2
030819_p2,11,Social,1,2,1,2,0,2,1,2
031219_p2,11,Location,2,2,2,2,2,1,2,2
031319_p1,11,Social,,,,,,,,
031319_p2,11,Social,1,2,1,2,1,2,2,2
031519_p2,11,Social,1,2,1,2,2,2,2,2
031519_p3,11,Social,1,0,2,2,1,2,1,2
