priming,cor_type,cor, sub
np,soc_cor,0.0004372836571444273,138
np,loc_cor,0.0007521835616545766,139
np,soc_cor,0.012267365366824035,139
np,loc_cor,0.022890653600042863,140
np,soc_cor,0.006175282121479957,140
loc,loc_cor,0.03561057258666496,141
loc,soc_cor,0.03240296146744783,141
loc,loc_cor,0.024958246766398413,142
loc,soc_cor,-0.002096583242231333,142
loc,loc_cor,0.004504012269144112,143
loc,soc_cor,0.009892463212644502,143
loc,loc_cor,-0.0036394386715684996,144
loc,soc_cor,-0.0050876312880267375,144
loc,loc_cor,0.021073538553914483,145
loc,soc_cor,0.015932349277218708,145
loc,loc_cor,0.007069610824165457,146
loc,soc_cor,-0.001458201723061403,146
soc,loc_cor,0.016996237751874088,147
soc,soc_cor,0.013499785308239705,147
soc,loc_cor,0.0031388445371785217,148
soc,soc_cor,0.013924188313742331,148
soc,loc_cor,0.005796957025850316,149
soc,soc_cor,-0.008028752211136159,149
soc,loc_cor,0.016783343693342792,150
soc,soc_cor,-0.0003142550568640067,150
soc,loc_cor,0.02856021685654099,151
soc,soc_cor,0.00619569078362993,151
soc,loc_cor,0.03874754020344365,152
soc,soc_cor,0.01616985165886677,152
soc,loc_cor,0.02012850080788759,153
soc,soc_cor,-0.003277720860359809,153
soc,loc_cor,0.007277808065494112,154
soc,soc_cor,0.009914368343858587,154
soc,loc_cor,0.043880830268493334,155
soc,soc_cor,0.014482367157373978,155
soc,loc_cor,0.017103065263887742,156
soc,soc_cor,0.0017536386710614543,156
soc,loc_cor,-0.02335587852761251,157
soc,soc_cor,-0.021617902995933986,157
soc,loc_cor,0.0012988939464022118,158
soc,soc_cor,0.02485746947491259,158
np,loc_cor,0.015364636070065914,159
np,soc_cor,-0.008800551847612933,159
np,loc_cor,0.035263464991099294,160
np,soc_cor,0.011305324607444158,160
np,loc_cor,0.01818617960347819,161
np,soc_cor,0.0016926465505970759,161
np,loc_cor,0.03311676972423029,162
np,soc_cor,-0.013436288900925443,162
np,loc_cor,0.02498753895089366,163
np,soc_cor,0.001692301547257799,163
np,loc_cor,0.02652307500771223,164
np,soc_cor,0.02476225052597025,164
np,loc_cor,0.020363558304379983,165
np,soc_cor,0.004865565408730462,165
np,loc_cor,0.02647527910750271,166
np,soc_cor,-0.001526642412098006,166
np,loc_cor,0.024043982726529203,167
np,soc_cor,-0.007305155419998169,167
np,loc_cor,-0.0504536013642668,168
np,soc_cor,0.004130359580782302,168
loc,loc_cor,0.04057715837044561,169
loc,soc_cor,-0.0034191038163204827,169
loc,loc_cor,0.025802460625487633,170
loc,soc_cor,0.0008961800162458092,170
loc,loc_cor,0.018827351804579652,171
loc,soc_cor,0.0027090276568938563,171
loc,loc_cor,0.032559054374344275,172
loc,soc_cor,0.0047164769574629915,172
loc,loc_cor,9.921316734437086e-05,173
loc,soc_cor,-0.016453640868839915,173
loc,loc_cor,0.032819328463169324,174
loc,soc_cor,0.028386999011558983,174
soc,loc_cor,0.011901606065038258,175
soc,soc_cor,0.009496744664857445,175
soc,loc_cor,0.01679639258663138,176
soc,soc_cor,0.0009409182634758105,176
soc,loc_cor,0.021431901876480523,177
soc,soc_cor,0.018690467261244945,177
soc,loc_cor,0.03598021653046915,178
soc,soc_cor,0.015835904733166862,178
soc,loc_cor,0.11615301108222398,179
soc,soc_cor,0.07156907363017627,179
soc,loc_cor,0.0159978849912012,180
soc,soc_cor,0.01797337735039161,180
soc,loc_cor,0.04926692024085362,181
soc,soc_cor,0.002625945483104929,181
soc,loc_cor,0.016549475589606927,182
soc,soc_cor,0.030132073259388402,182
np,loc_cor,0.11332227757477123,183
np,soc_cor,0.04308673018449361,183
np,loc_cor,0.046467298906182085,184
np,soc_cor,0.01417787940415304,184
np,loc_cor,0.022786764180899265,185
np,soc_cor,-0.001768290074550493,185
np,loc_cor,0.05071605438819675,186
np,soc_cor,-0.003106713475701002,186
np,loc_cor,-0.004308592693734527,187
np,soc_cor,-0.026114713529576828,187
np,loc_cor,0.07429250083694369,188
np,soc_cor,-0.0035110638286856436,188
np,loc_cor,0.050377029598512535,189
np,soc_cor,0.004826170963340744,189
loc,loc_cor,0.02972545834157315,190
loc,soc_cor,0.01587763895816864,190
loc,loc_cor,0.06038170643256879,191
loc,soc_cor,0.01929215865290429,191
loc,loc_cor,0.05834726974081504,192
loc,soc_cor,-0.0014693226319193453,192
loc,loc_cor,0.04704960656300434,193
loc,soc_cor,0.012671978611832856,193
loc,loc_cor,0.014753330475201895,194
loc,soc_cor,0.02347551432010166,194
loc,loc_cor,0.04615584433791319,195
loc,soc_cor,0.012814232347031397,195
soc,loc_cor,0.0011967586574217904,196
soc,soc_cor,0.06388959848771676,196
soc,loc_cor,0.02197567613008319,197
soc,soc_cor,0.016109487915148456,197
soc,loc_cor,0.03698065542267695,198
soc,soc_cor,0.01658256778415726,198
soc,loc_cor,0.02711412889874919,199
soc,soc_cor,-0.002821198213309539,199
soc,loc_cor,0.074393964804433,200
soc,soc_cor,0.018431337182970357,200
soc,loc_cor,0.06083153704755525,201
soc,soc_cor,0.014113987768141203,201
soc,loc_cor,0.033077777749272216,202
soc,soc_cor,-0.005784148344744252,202
soc,loc_cor,0.031087067514502922,203
soc,soc_cor,0.0005548208558781677,203
soc,loc_cor,0.017722357904027767,204
soc,soc_cor,0.01955392054581669,204
np,loc_cor,0.0044234805376887456,205
np,soc_cor,0.059110753515212444,205
np,loc_cor,0.008837545009728793,206
np,soc_cor,0.042123240682790636,206
np,loc_cor,-0.008257382118323558,207
np,soc_cor,0.03200902610690495,207
np,loc_cor,-0.02428391406060761,208
np,soc_cor,0.06854711804361753,208
np,loc_cor,0.010090362104634345,209
np,soc_cor,0.024712322841028322,209
np,loc_cor,-0.021308463875964537,210
np,soc_cor,0.007990315460021649,210
np,loc_cor,-0.02131067408462516,211
np,soc_cor,0.06669827185345402,211
np,loc_cor,-0.017587282876910713,212
np,soc_cor,-0.015622303627289854,212
loc,loc_cor,0.0047119538539873605,213
loc,soc_cor,0.013705200806578869,213
loc,loc_cor,-0.0036939593741996206,214
loc,soc_cor,0.013156501749791199,214
loc,loc_cor,0.014128899736450151,215
loc,soc_cor,0.03465251621909551,215
loc,loc_cor,0.00813145816775139,216
loc,soc_cor,0.03251895868653956,216
loc,loc_cor,0.013159877239218208,217
loc,soc_cor,0.02909853699302002,217
loc,loc_cor,-0.011966278212826214,218
loc,soc_cor,0.0358941151059557,218
soc,loc_cor,0.011560567139389655,219
soc,soc_cor,0.035651870662419115,219
soc,loc_cor,-0.02215227424907639,220
soc,soc_cor,0.05984514406178032,220
