priming,cor_type,dif, sub
np,loc_cor,0.010427146753132907,1
np,soc_cor,0.007590260797247278,1
np,loc_cor,-0.0003217873689597174,2
np,soc_cor,0.0505993643039131,2
np,loc_cor,0.004776527209615378,3
np,soc_cor,0.0027275247135693866,3
np,loc_cor,0.006533645941925588,4
np,soc_cor,0.012638606388199258,4
np,loc_cor,-0.0047990355357260105,5
np,soc_cor,0.00865231717663978,5
np,loc_cor,0.008672927587218214,6
np,soc_cor,0.0177666086377269,6
np,loc_cor,0.014699833305081136,7
np,soc_cor,0.009299241071699235,7
np,loc_cor,0.03094362880679173,8
np,soc_cor,0.005594492284358637,8
np,loc_cor,0.016708432336434195,9
np,soc_cor,-0.000673452787915846,9
np,loc_cor,0.0024484153600334633,10
np,soc_cor,0.054665620869772134,10
np,loc_cor,0.002052410080333118,11
np,soc_cor,0.00723472304058762,11
np,loc_cor,-0.0009067291780015144,12
np,soc_cor,0.04085062507317759,12
np,loc_cor,0.054204830967401335,13
np,soc_cor,-0.012155025403194264,13
loc,loc_cor,-0.008764285088493392,14
loc,soc_cor,0.038788187798335955,14
loc,loc_cor,0.00923235618611553,15
loc,soc_cor,0.007388762646287576,15
loc,loc_cor,0.015588779641779323,16
loc,soc_cor,0.01581789779691161,16
loc,loc_cor,0.01982382011976197,17
loc,soc_cor,0.00976603842613718,17
loc,loc_cor,-0.019776452120778814,18
loc,soc_cor,0.012093904224339647,18
loc,loc_cor,0.0068442508687114115,19
loc,soc_cor,0.0218548931325298,19
loc,loc_cor,0.00247952065432198,20
loc,soc_cor,0.02949970616272074,20
loc,loc_cor,0.14384702466743804,21
loc,soc_cor,-0.026530933955802485,21
loc,loc_cor,0.008254817531242924,22
loc,soc_cor,0.014223756568818895,22
soc,loc_cor,0.026288414754037644,23
soc,soc_cor,-0.006480809960767834,23
soc,loc_cor,-0.013979215186398759,24
soc,soc_cor,0.012560346113003582,24
soc,loc_cor,0.00764001294703087,25
soc,soc_cor,-0.016532856586643985,25
soc,loc_cor,0.004230250088767008,26
soc,soc_cor,0.05475656224164692,26
soc,loc_cor,0.014714497392032025,27
soc,soc_cor,0.0076745728879889594,27
soc,loc_cor,0.014561069620021011,28
soc,soc_cor,0.012077775498146521,28
soc,loc_cor,0.009701313316508116,29
soc,soc_cor,0.013462821497972972,29
np,loc_cor,0.017755611171849452,30
np,soc_cor,-0.003475465060106932,30
np,loc_cor,-0.027045174172292755,31
np,soc_cor,0.08839967463418205,31
np,loc_cor,0.01707335192078353,32
np,soc_cor,0.006612564975438655,32
np,loc_cor,0.014989453177958276,33
np,soc_cor,0.00015598627635930035,33
np,loc_cor,-0.00026567830595048206,34
np,soc_cor,0.004057432179880303,34
np,loc_cor,-0.030542204806931518,35
np,soc_cor,0.024099666925555832,35
np,loc_cor,0.05730465871088894,36
np,soc_cor,-0.015185335225535586,36
np,loc_cor,0.009174090607129353,37
np,soc_cor,0.00750951003075442,37
np,loc_cor,0.014385794323931476,38
np,soc_cor,0.00415141794406549,38
np,loc_cor,0.0085905356143757,39
np,soc_cor,0.005084588136020548,39
np,loc_cor,0.006035591757242664,40
np,soc_cor,0.0004194301788146681,40
np,loc_cor,0.009982549561778253,41
np,soc_cor,0.011971115802559232,41
np,loc_cor,0.003708839512029133,42
np,soc_cor,0.020598263716976862,42
np,loc_cor,0.025540766002985747,43
np,soc_cor,0.011897594760069664,43
loc,loc_cor,0.04744213816997947,44
loc,soc_cor,0.0008135506876398978,44
loc,loc_cor,0.010798486133290632,45
loc,soc_cor,0.027594962413353664,45
loc,loc_cor,-0.013982767387177736,46
loc,soc_cor,0.00800942330596971,46
loc,loc_cor,0.23683444638684828,47
loc,soc_cor,-0.02901089416236545,47
loc,loc_cor,0.026085717271438432,48
loc,soc_cor,0.009928017290287305,48
loc,loc_cor,0.004386750353823805,49
loc,soc_cor,0.015145496928731478,49
loc,loc_cor,0.01468855844116871,50
loc,soc_cor,0.012352436694548427,50
loc,loc_cor,0.03324766600098854,51
loc,soc_cor,0.004207643253608045,51
soc,loc_cor,0.010900024002490141,52
soc,soc_cor,0.0007181097737160216,52
soc,loc_cor,0.00528883621847789,53
soc,soc_cor,0.0005329645478899976,53
soc,loc_cor,0.02099442876199845,54
soc,soc_cor,-0.005080156130183756,54
soc,loc_cor,0.0066522431113793315,55
soc,soc_cor,0.0013660896193692425,55
soc,loc_cor,-0.005316664671636842,56
soc,soc_cor,0.020283956229438932,56
soc,loc_cor,-0.00823502637402401,57
soc,soc_cor,-0.001956005993689224,57
soc,loc_cor,0.010364176453448767,58
soc,soc_cor,-0.006987081554839025,58
np,loc_cor,-0.01770311894056314,59
np,soc_cor,0.005008870917495013,59
np,loc_cor,-0.0005210341592290404,60
np,soc_cor,-0.0018946588233443229,60
np,loc_cor,-0.0014839457332345932,61
np,soc_cor,0.018184707629877662,61
np,loc_cor,0.026362303691948957,62
np,soc_cor,0.029453816290026684,62
np,loc_cor,0.009729378008800527,63
np,soc_cor,0.002347778722354121,63
np,loc_cor,0.006856963578129258,64
np,soc_cor,0.002758868552262539,64
np,loc_cor,-0.0025047383078461594,65
np,soc_cor,0.0037882014782398034,65
np,loc_cor,-0.021578605025991585,66
np,soc_cor,0.015196425381491477,66
np,loc_cor,-0.002837474188372857,67
np,soc_cor,0.012218324008352429,67
np,loc_cor,0.013247445981486283,68
np,soc_cor,0.008601018039224702,68
np,loc_cor,-0.006236550086113287,69
np,soc_cor,0.01878908051661764,69
loc,loc_cor,0.00759949376548268,70
loc,soc_cor,0.0012285313269709865,70
loc,loc_cor,0.02292894964005064,71
loc,soc_cor,0.010262519772386465,71
loc,loc_cor,-0.011731498504772345,72
loc,soc_cor,0.0034475286422689464,72
loc,loc_cor,0.0028281268003632204,73
loc,soc_cor,0.05309671987792332,73
loc,loc_cor,0.006742567991472634,74
loc,soc_cor,0.00589830383237689,74
loc,loc_cor,0.01513949325866633,75
loc,soc_cor,0.02608721968222691,75
loc,loc_cor,0.0036110683720872875,76
loc,soc_cor,0.04019644109384862,76
loc,loc_cor,0.01010847400078772,77
loc,soc_cor,0.01866966468728342,77
loc,loc_cor,0.0008178652020679033,78
loc,soc_cor,0.008769672608566731,78
soc,loc_cor,0.011817492202129824,79
soc,soc_cor,0.010356933731487942,79
soc,loc_cor,0.009444440515323541,80
soc,soc_cor,0.007795627561939782,80
soc,loc_cor,0.023268405539456954,81
soc,soc_cor,0.00747950991992883,81
soc,loc_cor,-0.0008878794864336434,82
soc,soc_cor,0.00611764643554075,82
soc,loc_cor,0.01270667000748068,83
soc,soc_cor,4.3619388858707336e-05,83
np,loc_cor,0.007660499305606448,84
np,soc_cor,0.008935245143080285,84
np,loc_cor,0.0029790773305139358,85
np,soc_cor,-0.00026844726776266425,85
np,loc_cor,-0.0024672540921833533,86
np,soc_cor,0.009892194322087901,86
np,loc_cor,-0.004448562165840563,87
np,soc_cor,0.024014580287806644,87
np,loc_cor,-0.0036721708761878885,88
np,soc_cor,0.015448258997480941,88
np,loc_cor,-0.01128616433778657,89
np,soc_cor,0.010243693320094845,89
np,loc_cor,-0.004788044848971398,90
np,soc_cor,0.0013771489185820437,90
np,loc_cor,-0.005817420059682209,91
np,soc_cor,0.004366999117216167,91
loc,loc_cor,0.0016100868009659534,92
loc,soc_cor,0.023480641737507846,92
loc,loc_cor,-0.01088695319961847,93
loc,soc_cor,0.008232935580373791,93
loc,loc_cor,0.018403443484183067,94
loc,soc_cor,-0.0022563957823619977,94
loc,loc_cor,-0.02687421142889159,95
loc,soc_cor,0.022353131525077802,95
loc,loc_cor,0.013773661344032136,96
loc,soc_cor,-0.01322041865635356,96
soc,loc_cor,-0.012384934112752885,97
soc,soc_cor,0.010222889847958157,97
soc,loc_cor,-3.945850558455255e-05,98
soc,soc_cor,0.0008767895104472706,98
soc,loc_cor,-0.0002805673032271194,99
soc,soc_cor,-0.016349242215726922,99
soc,loc_cor,-0.051674702824756086,100
soc,soc_cor,0.05911056707922116,100
soc,loc_cor,0.09576665460667086,101
soc,soc_cor,0.016684840079076075,101
soc,loc_cor,-0.011787059484209675,102
soc,soc_cor,0.035477694013089964,102
soc,loc_cor,0.03730598969830424,103
soc,soc_cor,0.007898680633725987,103
soc,loc_cor,-0.007417046561209473,104
soc,soc_cor,0.004746035248514451,104
soc,loc_cor,0.006516121298354129,105
soc,soc_cor,0.021165957569605123,105
soc,loc_cor,-0.02646358462057768,106
soc,soc_cor,-0.025516329708168303,106
np,loc_cor,-0.009173117273581163,107
np,soc_cor,0.0322715195449404,107
np,loc_cor,-0.0006723129080676597,108
np,soc_cor,-0.007967669109136107,108
np,loc_cor,-0.03003994723236391,109
np,soc_cor,0.0646621364495379,109
np,loc_cor,0.01746998322748863,110
np,soc_cor,-0.0026872505703829214,110
np,loc_cor,0.005145090096699269,111
np,soc_cor,0.0071683321262596906,111
np,loc_cor,0.017879937522336724,112
np,soc_cor,0.02401330863553236,112
np,loc_cor,0.00848547284151984,113
np,soc_cor,-0.00040814606426670076,113
np,loc_cor,0.021543398880864657,114
np,soc_cor,0.0068181205300241075,114
loc,loc_cor,-0.004582257825165463,115
loc,soc_cor,-0.001323450263313705,115
loc,loc_cor,0.005422438718729604,116
loc,soc_cor,0.0015134605388679124,116
loc,loc_cor,0.011977785872864567,117
loc,soc_cor,0.005785478320714997,117
loc,loc_cor,0.018906311110585303,118
loc,soc_cor,0.00116450080253158,118
loc,loc_cor,0.008057505780270788,119
loc,soc_cor,0.0002727843492329558,119
loc,loc_cor,-0.02743930829085261,120
loc,soc_cor,0.028414340232872395,120
loc,loc_cor,0.009693724871690835,121
loc,soc_cor,0.004261360061082217,121
loc,loc_cor,0.04526214211966097,122
loc,soc_cor,0.0018670003834798795,122
loc,loc_cor,0.01640479857754187,123
loc,soc_cor,-0.005771576935775291,123
soc,loc_cor,0.013837062027937448,124
soc,soc_cor,0.003770100096474941,124
soc,loc_cor,0.0036322667646608636,125
soc,soc_cor,0.004155315104711761,125
soc,loc_cor,0.013453598034674052,126
soc,soc_cor,0.01259740029938345,126
soc,loc_cor,0.00790956342533558,127
soc,soc_cor,0.0019481709769190855,127
soc,loc_cor,0.011271882108744132,128
soc,soc_cor,0.008759511765414212,128
soc,loc_cor,0.03306330226872114,129
soc,soc_cor,-2.3217589678617423e-05,129
np,loc_cor,-4.557427349523996e-05,130
np,soc_cor,-0.002158526813110068,130
np,loc_cor,0.024236069210199877,131
np,soc_cor,-0.008060321649314573,131
np,loc_cor,-0.021263325648502644,132
np,soc_cor,-0.003243288839308114,132
np,loc_cor,-0.012801210244587507,133
np,soc_cor,0.004844465503399764,133
np,loc_cor,-0.015557837766248568,134
np,soc_cor,0.037393316715713366,134
np,loc_cor,-0.008253656661158609,135
np,soc_cor,-0.014053638703259465,135
np,loc_cor,-0.0022492877767655677,136
np,soc_cor,-0.004627456617944479,136
np,loc_cor,0.023471532910334866,137
np,soc_cor,0.032147188028620904,137
np,loc_cor,-0.01144187165839941,138
np,soc_cor,-0.007316134257737188,138
np,loc_cor,-0.021023855203707777,139
np,soc_cor,0.00451394745194242,139
np,loc_cor,0.0011146148346805086,140
np,soc_cor,-0.0015781357934016582,140
loc,loc_cor,0.013834533821302605,141
loc,soc_cor,0.024649543552566218,141
loc,loc_cor,0.003182208001036059,142
loc,soc_cor,-0.009850001157112948,142
loc,loc_cor,-0.017272026496218243,143
loc,soc_cor,0.0021390452977628864,143
loc,loc_cor,-0.025415477436930855,144
loc,soc_cor,-0.012841049202908354,144
loc,loc_cor,-0.0007025002114478714,145
loc,soc_cor,0.008178931362337093,145
loc,loc_cor,-0.014706427941196898,146
loc,soc_cor,-0.009211619637943019,146
soc,loc_cor,-0.004779801013488266,147
soc,soc_cor,0.00574636739335809,147
soc,loc_cor,-0.018637194228183832,148
soc,soc_cor,0.006170770398860716,148
soc,loc_cor,-0.015979081739512038,149
soc,soc_cor,-0.015782170126017774,149
soc,loc_cor,-0.004992695072019562,150
soc,soc_cor,-0.008067672971745621,150
soc,loc_cor,0.006784178091178636,151
soc,soc_cor,-0.001557727131251685,151
soc,loc_cor,0.016971501438081293,152
soc,soc_cor,0.008416433743985154,152
soc,loc_cor,-0.0016475379574747637,153
soc,soc_cor,-0.011031138775241424,153
soc,loc_cor,-0.014498230699868242,154
soc,soc_cor,0.002160950428976972,154
soc,loc_cor,0.02210479150313098,155
soc,soc_cor,0.006728949242492363,155
soc,loc_cor,-0.004672973501474612,156
soc,soc_cor,-0.0059997792438201605,156
soc,loc_cor,-0.04513191729297486,157
soc,soc_cor,-0.029371320910815603,157
