boost,priming,Template
0.01866966468728342,loc,soc
0.0008178652020679033,loc,loc
0.008769672608566731,loc,soc
0.011817492202129824,soc,loc
0.010356933731487942,soc,soc
0.009444440515323541,soc,loc
0.007795627561939782,soc,soc
0.023268405539456954,soc,loc
0.00747950991992883,soc,soc
-0.0008878794864336434,soc,loc
0.00611764643554075,soc,soc
0.01270667000748068,soc,loc
4.3619388858707336e-05,soc,soc
0.007660499305606448,np,loc
0.008935245143080285,np,soc
0.0029790773305139358,np,loc
-0.00026844726776266425,np,soc
-0.0024672540921833533,np,loc
0.009892194322087901,np,soc
-0.004448562165840563,np,loc
0.024014580287806644,np,soc
-0.0036721708761878885,np,loc
0.015448258997480941,np,soc
-0.01128616433778657,np,loc
0.010243693320094845,np,soc
-0.004788044848971398,np,loc
0.0013771489185820437,np,soc
-0.005817420059682209,np,loc
0.004366999117216167,np,soc
0.0016100868009659534,loc,loc
0.023480641737507846,loc,soc
-0.01088695319961847,loc,loc
0.008232935580373791,loc,soc
0.018403443484183067,loc,loc
-0.0022563957823619977,loc,soc
-0.02687421142889159,loc,loc
0.022353131525077802,loc,soc
0.013773661344032136,loc,loc
-0.01322041865635356,loc,soc
-0.012384934112752885,soc,loc
0.010222889847958157,soc,soc
-3.945850558455255e-05,soc,loc
0.0008767895104472706,soc,soc
-0.0002805673032271194,soc,loc
-0.016349242215726922,soc,soc
-0.051674702824756086,soc,loc
0.05911056707922116,soc,soc
0.09576665460667086,soc,loc
0.016684840079076075,soc,soc
-0.011787059484209675,soc,loc
0.035477694013089964,soc,soc
0.03730598969830424,soc,loc
0.007898680633725987,soc,soc
-0.007417046561209473,soc,loc
0.004746035248514451,soc,soc
0.006516121298354129,soc,loc
0.021165957569605123,soc,soc
-0.02646358462057768,soc,loc
-0.025516329708168303,soc,soc
-0.009173117273581163,np,loc
0.0322715195449404,np,soc
-0.0006723129080676597,np,loc
-0.007967669109136107,np,soc
-0.03003994723236391,np,loc
0.0646621364495379,np,soc
0.01746998322748863,np,loc
-0.0026872505703829214,np,soc
0.005145090096699269,np,loc
0.0071683321262596906,np,soc
0.017879937522336724,np,loc
0.02401330863553236,np,soc
0.00848547284151984,np,loc
-0.00040814606426670076,np,soc
0.021543398880864657,np,loc
0.0068181205300241075,np,soc
-0.004582257825165463,loc,loc
-0.001323450263313705,loc,soc
0.005422438718729604,loc,loc
0.0015134605388679124,loc,soc
0.011977785872864567,loc,loc
0.005785478320714997,loc,soc
0.018906311110585303,loc,loc
0.00116450080253158,loc,soc
0.008057505780270788,loc,loc
0.0002727843492329558,loc,soc
-0.02743930829085261,loc,loc
0.028414340232872395,loc,soc
0.009693724871690835,loc,loc
0.004261360061082217,loc,soc
0.04526214211966097,loc,loc
0.0018670003834798795,loc,soc
0.01640479857754187,loc,loc
-0.005771576935775291,loc,soc
0.013837062027937448,soc,loc
0.003770100096474941,soc,soc
0.0036322667646608636,soc,loc
0.004155315104711761,soc,soc
0.013453598034674052,soc,loc
0.01259740029938345,soc,soc
0.00790956342533558,soc,loc
0.0019481709769190855,soc,soc
0.011271882108744132,soc,loc
0.008759511765414212,soc,soc
0.03306330226872114,soc,loc
-2.3217589678617423e-05,soc,soc
-4.557427349523996e-05,np,loc
-0.002158526813110068,np,soc
0.024236069210199877,np,loc
-0.008060321649314573,np,soc
-0.021263325648502644,np,loc
-0.003243288839308114,np,soc
-0.012801210244587507,np,loc
0.004844465503399764,np,soc
-0.015557837766248568,np,loc
0.037393316715713366,np,soc
-0.008253656661158609,np,loc
-0.014053638703259465,np,soc
-0.0022492877767655677,np,loc
-0.004627456617944479,np,soc
0.023471532910334866,np,loc
0.032147188028620904,np,soc
-0.01144187165839941,np,loc
-0.007316134257737188,np,soc
-0.021023855203707777,np,loc
0.00451394745194242,np,soc
0.0011146148346805086,np,loc
-0.0015781357934016582,np,soc
0.013834533821302605,loc,loc
0.024649543552566218,loc,soc
0.003182208001036059,loc,loc
-0.009850001157112948,loc,soc
-0.017272026496218243,loc,loc
0.0021390452977628864,loc,soc
-0.025415477436930855,loc,loc
-0.012841049202908354,loc,soc
-0.0007025002114478714,loc,loc
0.008178931362337093,loc,soc
-0.014706427941196898,loc,loc
-0.009211619637943019,loc,soc
-0.004779801013488266,soc,loc
0.00574636739335809,soc,soc
-0.018637194228183832,soc,loc
0.006170770398860716,soc,soc
-0.015979081739512038,soc,loc
-0.015782170126017774,soc,soc
-0.004992695072019562,soc,loc
-0.008067672971745621,soc,soc
0.006784178091178636,soc,loc
-0.001557727131251685,soc,soc
0.016971501438081293,soc,loc
0.008416433743985154,soc,soc
-0.0016475379574747637,soc,loc
-0.011031138775241424,soc,soc
-0.014498230699868242,soc,loc
0.002160950428976972,soc,soc
0.02210479150313098,soc,loc
0.006728949242492363,soc,soc
-0.004672973501474612,soc,loc
-0.0059997792438201605,soc,soc
-0.04513191729297486,soc,loc
-0.029371320910815603,soc,soc
-0.020477144818960142,soc,loc
0.017104051560030975,soc,soc
0.004587910563072046,np,loc
-0.009420957025162522,np,soc
0.024486739484105426,np,loc
0.010684919429894569,np,soc
0.007409454096484323,np,loc
0.0010722413730474868,np,soc
0.022340044217236423,np,loc
-0.014056694078475032,np,soc
0.014210813443899791,np,loc
0.00107189636970821,np,soc
0.015746349500718362,np,loc
0.02414184534842066,np,soc
0.009586832797386115,np,loc
0.0042451602311808735,np,soc
0.01569855360050884,np,loc
-0.002147047589647595,np,soc
0.013267257219535335,np,loc
-0.007925560597547758,np,soc
-0.06123032687126066,np,loc
0.003509954403232713,np,soc
0.02980043286345174,loc,loc
-0.004039508993870072,loc,soc
0.015025735118493765,loc,loc
0.0002757748386962202,loc,soc
0.008050626297585784,loc,loc
0.0020886224793442675,loc,soc
0.021782328867350407,loc,loc
0.004096071779913403,loc,soc
-0.010677512339649498,loc,loc
-0.017074046046389506,loc,soc
0.022042602956175456,loc,loc
0.027766593834009392,loc,soc
0.0011248805580443902,soc,loc
0.008876339487307856,soc,soc
0.006019667079637511,soc,loc
0.00032051308592622157,soc,soc
0.010655176369486655,soc,loc
0.018070062083695354,soc,soc
0.025203491023475282,soc,loc
0.015215499555617273,soc,soc
0.10537628557523011,soc,loc
0.07094866845262668,soc,soc
0.0052211594842073335,soc,loc
0.01735297217284202,soc,soc
0.038490194733859756,soc,loc
0.0020055403055553402,soc,soc
0.005772750082613059,soc,loc
0.02951166808183881,soc,soc
0.08416621096988183,np,loc
0.03738340935582885,np,soc
0.01731123230129269,np,loc
0.008474558575488282,np,soc
-0.006369302423990128,np,loc
-0.007471610903215252,np,soc
0.021559987783307356,np,loc
-0.008810034304365761,np,soc
-0.03346465929862392,np,loc
-0.031818034358241584,np,soc
0.045136434232054296,np,loc
-0.009214384657350402,np,soc
0.02122096299362314,np,loc
-0.0008771498653240145,np,soc
0.0005693917366837581,loc,loc
0.010174318129503881,loc,soc
0.031225639827679393,loc,loc
0.01358883782423953,loc,soc
0.029191203135925648,loc,loc
-0.007172643460584104,loc,soc
0.017893539958114945,loc,loc
0.006968657783168097,loc,soc
-0.014402736129687498,loc,loc
0.0177721934914369,loc,soc
0.0169997777330238,loc,loc
0.007110911518366638,loc,soc
-0.027959307947467604,soc,loc
0.058186277659052,soc,soc
-0.007180390474806203,soc,loc
0.010406167086483696,soc,soc
0.007824588817787557,soc,loc
0.0108792469554925,soc,soc
-0.0020419377061402025,soc,loc
-0.008524519041974297,soc,soc
0.0452378981995436,soc,loc
0.012728016354305597,soc,soc
0.03167547044266586,soc,loc
0.008410666939476445,soc,soc
0.003921711144382823,soc,loc
-0.01148746917340901,soc,soc
0.001931000909613529,soc,loc
-0.005148499972786591,soc,soc
-0.011433708700861626,soc,loc
0.01385059971715193,soc,soc
0.012663169532163322,np,loc
0.03497522057212417,np,soc
0.01707723400420337,np,loc
0.01798770773970236,np,soc
-1.7693123848982334e-05,np,loc
0.007873493163816678,np,soc
-0.016044225066133032,np,loc
0.044411585100529255,np,soc
0.018330051099108922,np,loc
0.0005767898979400464,np,soc
-0.013068774881489961,np,loc
-0.016145217483066625,np,soc
-0.013070985090150583,np,loc
0.042562738910365744,np,soc
-0.009347593882436138,np,loc
-0.03975783657037813,np,soc
0.012951642848461935,loc,loc
-0.010430332136509407,loc,soc
0.004545729620274955,loc,loc
-0.010979031193297076,loc,soc
0.022368588730924725,loc,loc
0.010516983276007232,loc,soc
0.016371147162225964,loc,loc
0.008383425743451287,loc,soc
0.021399566233692782,loc,loc
0.004963004049931746,loc,soc
-0.0037265892183516378,loc,loc
0.011758582162867424,loc,soc
0.01980025613386423,soc,loc
0.01151633771933084,soc,soc
-0.013912585254601815,soc,loc
0.035709611118692045,soc,soc
-0.011434308207654858,soc,loc
0.021147454747048676,soc,soc
-0.0009590010737413369,soc,loc
0.012869362097472421,soc,soc
0.009340734460468432,soc,loc
-0.025089272993266475,soc,soc
0.011769048404890044,soc,loc
0.018602707749428654,soc,soc
0.005875569295557,soc,loc
0.010849371626041063,soc,soc
0.009770683531948375,np,loc
0.01602694999897401,np,soc
0.0015175053512783091,np,loc
0.022100240150591532,np,soc
0.007084056721920964,np,loc
0.012532145439118438,np,soc
-0.014094021185105547,np,loc
0.033092046082696204,np,soc
0.007342149686709097,np,loc
0.02322837796894342,np,soc
0.026029828366259902,np,loc
0.02010811399577611,np,soc
0.014001738257339818,np,loc
0.016295646569131392,np,soc
0.002166709681739898,np,loc
0.010980817607411604,np,soc
0.01063053174434264,loc,loc
0.0017935913417691188,loc,soc
0.009868365101779667,loc,loc
0.003864510155138126,loc,soc
0.01370213655570269,loc,loc
-0.009468138738149357,loc,soc
0.0015041367015514815,loc,loc
0.016455713309449765,loc,soc
0.005323185920049449,loc,loc
0.007746334715477775,loc,soc
0.028932663146155446,loc,loc
0.008089137956360376,loc,soc
0.03970816520844498,loc,loc
0.0020396606981783975,loc,soc
0.03269511752841577,loc,loc
-0.007335358276385103,loc,soc
0.02068582658421802,loc,loc
0.03224652196026309,loc,soc
0.014819753702289938,soc,loc
0.01812648910617609,soc,soc
0.014197776004704695,soc,loc
-0.0014211600865046848,soc,soc
0.012463773661550942,soc,loc
0.005611130984915631,soc,soc
-0.038280331630610384,soc,loc
0.020721171196842143,soc,soc
-0.01242183919694599,soc,loc
0.02231806982647294,soc,soc
0.02470211164853954,soc,loc
0.00898295166739781,soc,soc
-0.015523769414247502,soc,loc
0.01399847201358459,soc,soc
0.018368189375328425,np,loc
0.002600945577098718,np,soc
0.0028517693107447187,np,loc
0.040677016140912986,np,soc
0.021175134403913793,np,loc
0.013232753475404738,np,soc
-0.013938441275560473,np,loc
0.029631735764155745,np,soc
-0.001022035512780229,np,loc
0.01365244309591025,np,soc
0.0014542911129546837,np,loc
-0.01067773372802996,np,soc
0.0016758510948567847,np,loc
0.013963029216605216,np,soc
-0.02440746358880634,np,loc
0.028032433914198046,np,soc
0.010827670346476945,loc,loc
0.014962167601395225,loc,soc
0.010951031410060128,loc,loc
0.03008880741353028,loc,soc
0.010451312591716173,loc,loc
0.02054432510929082,loc,soc
0.002617583316405152,loc,loc
0.017532694443316434,loc,soc
0.014095600182205178,loc,loc
0.005491859743580357,loc,soc
0.03189383975897819,loc,loc
0.018789088757617187,loc,soc
0.0633824257043194,loc,loc
0.018045030896795586,loc,soc
0.011211547542698968,loc,loc
0.008567378224301718,loc,soc
0.0610518882012968,loc,loc
0.009621022635309529,loc,soc
0.021648513106515572,soc,loc
0.018941060480463595,soc,soc
0.004516582761004129,soc,loc
0.01775315519253111,soc,soc
0.001609850685016151,soc,loc
-0.004287970619763723,soc,soc
0.008174374415028659,soc,loc
0.06819478376515956,soc,soc
0.006201623897890203,soc,loc
0.0036897084116354496,soc,soc
-0.05783523347949916,soc,loc
0.07593653626779341,soc,soc
0.006314672774691641,soc,loc
-0.006392896286743443,soc,soc
0.003974092577099294,soc,loc
0.0023730702497112306,soc,soc
0.0022907466719698996,np,loc
0.027980496238832985,np,soc
-0.007841805934596793,np,loc
-0.03230784475241229,np,soc
0.040777716464732564,np,loc
0.014689384202638923,np,soc
0.002729869170831803,np,loc
0.0216845075765762,np,soc
0.061414098283179425,np,loc
0.044836149761869365,np,soc
-0.00039788343255284936,np,loc
0.015536722039155338,np,soc
0.022773138384692488,np,loc
0.02602195991383954,np,soc
0.001567389700581845,np,loc
0.0035916547404785427,np,soc
0.007234402127459575,loc,loc
-0.0035794681431563467,loc,soc
-1.1743720347678899e-05,loc,loc
0.021835919691863343,loc,soc
0.03372777131330015,loc,loc
0.029390216379397382,loc,soc
-0.0034319004154351324,loc,loc
0.020914957478273145,loc,soc
0.002382821878525499,loc,loc
0.0028422431465841835,loc,soc
0.009735949195411344,loc,loc
-0.0036558335698673883,loc,soc
0.01920288472149326,loc,loc
0.007166889282236792,loc,soc
0.05740101582669935,loc,loc
0.012243128872112558,loc,soc
0.01349136360068914,soc,loc
0.01685704250849494,soc,soc
-0.008351593648848899,soc,loc
-0.0158497542324643,soc,soc
-0.007938747679540642,soc,loc
0.002879535253188896,soc,soc
0.029621011990400948,soc,loc
0.01815627061236447,soc,soc
0.006049274307408061,soc,loc
0.03466487844839489,soc,soc
0.004523525444448232,np,loc
0.0026922810041042997,np,soc
-0.006707381218418464,np,loc
0.01801114282499299,np,soc
0.021132251927073128,np,loc
0.06388764271711382,np,soc
-0.004357636429859138,np,loc
0.0937347364926054,np,soc
-0.0015410317910804524,np,loc
-0.0020496151500952135,np,soc
0.0011680073573721158,np,loc
0.018597889260157298,np,soc
-0.019665417795501915,loc,loc
0.045436678482632664,loc,soc
0.009098941563022132,loc,loc
0.010920793937622639,loc,soc
0.006330200914780641,loc,loc
0.020713241425987086,loc,soc
-0.0015879214460910404,loc,loc
-0.001743447187099345,loc,soc
0.003723362510954974,loc,loc
0.013396771465357454,loc,soc
-0.002084337182235384,loc,loc
-0.004498521904176642,loc,soc
0.0004957586355068722,loc,loc
0.040976329619197685,loc,soc
0.007554998964184172,loc,loc
0.008852405433909543,loc,soc
0.016418008323873485,soc,loc
-0.005946562514109082,soc,soc
-0.024421877161136456,soc,loc
-0.004261577897230707,soc,soc
0.011458790231455402,soc,loc
-0.006821653425208701,soc,soc
0.07440491246586073,soc,loc
0.04129035797361363,soc,soc
-0.0029345723722411917,soc,loc
0.01964553280506761,soc,soc
-0.005629563208973348,soc,loc
-0.0012078774814191992,soc,soc
-0.011786846846658204,soc,loc
0.021676215779006365,soc,soc
-0.026831827351772395,soc,loc
0.023714460084309205,soc,soc
0.023728731792798552,soc,loc
-0.001243849825045237,soc,soc
0.013055598929756097,np,loc
-0.010560112517431415,np,soc
0.002835494703612596,np,loc
0.0009033140735328973,np,soc
0.010438657046851794,np,loc
0.01088014753105028,np,soc
0.00782301830117034,np,loc
0.005507296277456896,np,soc
-0.005263245449672053,np,loc
-0.011682759547969044,np,soc
0.020812961779178785,np,loc
0.008983939795529864,np,soc
-0.0076105492477553174,np,loc
-0.025431075304231873,np,soc
0.02103368859376904,loc,loc
-0.02481575697901998,loc,soc
0.030986501398112157,loc,loc
-0.0103915686725515,loc,soc
-0.007528764500526242,loc,loc
0.0509994373400281,loc,soc
0.006106091314868903,loc,loc
-0.013506955738170462,loc,soc
0.0075255753865193925,loc,loc
0.02684293692405193,loc,soc
0.015275041077877253,loc,loc
0.01210944465675165,loc,soc
0.00658540297510362,loc,loc
-0.002422699930732186,loc,soc
-0.00033587333772854,loc,loc
0.025591039385661936,loc,soc
-0.04988909621831645,loc,loc
0.004397415457058462,loc,soc
-0.004655985163253199,loc,loc
-0.013957263868428129,loc,soc
-0.008855316879024912,soc,loc
0.00021120794507574828,soc,soc
0.015441771907885784,soc,loc
0.006915727950399814,soc,soc
-0.005245493628764761,soc,loc
-0.020395753512949682,soc,soc
-0.06549834310635956,soc,loc
-0.05339060516979303,soc,soc
-0.07009262265390209,soc,loc
-0.034333513551745604,soc,soc
0.0044521443828179075,soc,loc
0.004419606995160655,soc,soc
0.025289274468825004,np,loc
0.028248356253525873,np,soc
0.08495096278145858,np,loc
0.05625544073772454,np,soc
0.004348604386381286,np,loc
0.004816188734182037,np,soc
0.0095110273920378,np,loc
0.0228791951090505,np,soc
0.020274930903555158,np,loc
0.060473124276296114,np,soc
0.030805871216837664,np,loc
0.029568399641297965,np,soc
0.015624853510316894,np,loc
0.04243227323365463,np,soc
0.00508738990828585,loc,loc
0.008896999781350882,loc,soc
0.025078169089132338,loc,loc
0.041835692094964405,loc,soc
-0.0026186568623592084,loc,loc
0.009682394344545153,loc,soc
0.010597790731468465,loc,loc
0.011273708010547577,loc,soc
0.019396381778773286,loc,loc
0.015820323885500018,loc,soc
0.030768556929156858,loc,loc
0.022404230382896264,loc,soc
0.016590676946598982,soc,loc
0.015017099766236622,soc,soc
0.005217436051820182,soc,loc
0.016583697174324626,soc,soc
0.012190696457157684,soc,loc
0.03339077587560699,soc,soc
0.0024413948420396797,soc,loc
-0.005976379561494027,soc,soc
0.03403708980046082,soc,loc
0.02627914442098035,soc,soc
0.0651092131343581,soc,loc
0.02878703610431897,soc,soc
0.0121221643314995,soc,loc
-0.0014923471713012351,soc,soc
0.005466579905787919,soc,loc
0.011773040957924506,soc,soc
-0.0009356605967856917,np,loc
0.024144377322868338,np,soc
0.0025136104578591216,np,loc
0.001529946586536289,np,soc
0.009202479852765368,np,loc
0.027534898434129075,np,soc
-0.005217642231038072,np,loc
0.02181698305174795,np,soc
0.006481298959295417,np,loc
0.0083987025920466,np,soc
0.0015385221075944616,np,loc
0.01820619135419508,np,soc
0.010629942136728795,np,loc
0.03740084918717372,np,soc
0.0059662719219686425,loc,loc
-0.00987297070590208,loc,soc
-0.004115117050613622,loc,loc
-0.006406115802742394,loc,soc
-0.0006219074564187202,loc,loc
0.0080092850118485,loc,soc
0.026924849648531358,loc,loc
0.005739751988367722,loc,soc
0.0025118585906737413,loc,loc
0.007011983502329497,loc,soc
-0.003269815164911028,loc,loc
0.003937941928356059,loc,soc
-0.004166178825167684,loc,loc
0.012648408163355336,loc,soc
0.00600992922219315,soc,loc
0.0015425253365597552,soc,soc
0.011742698029874172,soc,loc
0.022667370222046977,soc,soc
0.023936532163281506,soc,loc
8.290106860677632e-05,soc,soc
-0.003350325616175702,soc,loc
0.013338795113240126,soc,soc
-0.004434370459071361,soc,loc
0.00164618071298284,soc,soc
0.023280117831405493,soc,loc
0.0007867640426993949,soc,soc
-0.010703534928184787,soc,loc
0.007045369703308171,soc,soc
