priming,cor_type,cor, sub
np,loc_cor,0.008563189396942889,162
soc,soc,0.02570897836496255,315
np,loc_cor,-0.008495709697104168,163
soc,soc,0.02570897836496255,315
np,loc_cor,-0.02439184888676698,164
soc,soc,0.02570897836496255,315
np,loc_cor,0.00968130658945204,165
soc,soc,0.02570897836496255,315
np,loc_cor,-0.017949398876901827,166
soc,soc,0.02570897836496255,315
np,loc_cor,-0.02152765519266515,167
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.0040256341459433565,168
soc,soc,0.02570897836496255,315
loc,loc_cor,0.00445273635638923,169
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01383226118350051,170
soc,soc,0.02570897836496255,315
loc,loc_cor,0.007952569653390354,171
soc,soc,0.02570897836496255,315
loc,loc_cor,0.012808513078596486,172
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.012193231045573955,173
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.0199434124581049,174
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.022356389899607757,175
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.009482425404893526,176
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0008609647613682883,177
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0032275447830923385,178
soc,soc,0.02570897836496255,315
np,loc_cor,0.024375695441929805,179
soc,soc,0.02570897836496255,315
np,loc_cor,0.016145662774891188,180
soc,soc,0.02570897836496255,315
np,loc_cor,0.022057128124191232,181
soc,soc,0.02570897836496255,315
np,loc_cor,0.028612691677095386,182
soc,soc,0.02570897836496255,315
np,loc_cor,0.040608739807834596,183
soc,soc,0.02570897836496255,315
np,loc_cor,0.016863206189697878,184
soc,soc,0.02570897836496255,315
loc,loc_cor,0.025346593426689202,185
soc,soc,0.02570897836496255,315
loc,loc_cor,0.024579714438279193,186
soc,soc,0.02570897836496255,315
loc,loc_cor,0.020005852393353497,187
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01615399158070465,188
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04737252978342492,189
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04365442418638075,190
soc,soc,0.02570897836496255,315
loc,loc_cor,0.054369354977490444,191
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02943300610452253,192
soc,soc,0.02570897836496255,315
soc,loc_cor,0.028743973948426763,193
soc,soc,0.02570897836496255,315
soc,loc_cor,0.027058147650388366,194
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.02369474124921112,195
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03939647413040761,196
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.0007736573275830166,197
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0021610754923458773,198
soc,soc,0.02570897836496255,315
np,loc_cor,0.03954136321186733,199
soc,soc,0.02570897836496255,315
np,loc_cor,0.02376478900840177,200
soc,soc,0.02570897836496255,315
np,loc_cor,0.04218756932821555,201
soc,soc,0.02570897836496255,315
np,loc_cor,0.006917197489441769,202
soc,soc,0.02570897836496255,315
np,loc_cor,0.020155486006539686,203
soc,soc,0.02570897836496255,315
np,loc_cor,0.022689558003342096,204
soc,soc,0.02570897836496255,315
np,loc_cor,-0.00337807044611078,205
soc,soc,0.02570897836496255,315
loc,loc_cor,0.031860047206195556,206
soc,soc,0.02570897836496255,315
loc,loc_cor,0.031833333443456804,207
soc,soc,0.02570897836496255,315
loc,loc_cor,0.031494260697907485,208
soc,soc,0.02570897836496255,315
loc,loc_cor,0.023623022762127032,209
soc,soc,0.02570897836496255,315
loc,loc_cor,0.035190181813949506,210
soc,soc,0.02570897836496255,315
loc,loc_cor,0.05296456115158858,211
soc,soc,0.02570897836496255,315
loc,loc_cor,0.08457339292529034,212
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03214911997440238,213
soc,soc,0.02570897836496255,315
loc,loc_cor,0.081954608812986,214
soc,soc,0.02570897836496255,315
soc,loc_cor,0.04261717028657565,215
soc,soc,0.02570897836496255,315
soc,loc_cor,0.025474703029675458,216
soc,soc,0.02570897836496255,315
soc,loc_cor,0.022671027930786587,217
soc,soc,0.02570897836496255,315
soc,loc_cor,0.028972351953633253,218
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.03697209700575112,219
soc,soc,0.02570897836496255,315
soc,loc_cor,0.027511482764502205,220
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02731132785969087,221
soc,soc,0.02570897836496255,315
soc,loc_cor,0.025089897573759904,222
soc,soc,0.02570897836496255,315
np,loc_cor,0.02880583609269971,223
soc,soc,0.02570897836496255,315
np,loc_cor,0.029185993444701706,224
soc,soc,0.02570897836496255,315
np,loc_cor,0.02603564768411997,225
soc,soc,0.02570897836496255,315
np,loc_cor,0.06716102741707744,226
soc,soc,0.02570897836496255,315
np,loc_cor,0.04937263016595488,227
soc,soc,0.02570897836496255,315
np,loc_cor,0.027971183282181827,228
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03360282071286997,229
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02639148876669999,230
soc,soc,0.02570897836496255,315
loc,loc_cor,0.06018020091496892,231
soc,soc,0.02570897836496255,315
loc,loc_cor,0.022952197710592905,232
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02887131050558152,233
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03618452302995194,234
soc,soc,0.02570897836496255,315
loc,loc_cor,0.08387368369020472,235
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04565296788304498,236
soc,soc,0.02570897836496255,315
soc,loc_cor,0.039891167098826334,237
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018072158829612852,238
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018556809783553105,239
soc,soc,0.02570897836496255,315
soc,loc_cor,0.05607335739851684,240
soc,soc,0.02570897836496255,315
soc,loc_cor,0.032486526570321625,241
soc,soc,0.02570897836496255,315
np,loc_cor,0.006370587847704658,242
soc,soc,0.02570897836496255,315
np,loc_cor,-0.004815639132838712,243
soc,soc,0.02570897836496255,315
np,loc_cor,0.02301803477241288,244
soc,soc,0.02570897836496255,315
np,loc_cor,-0.002404696515509931,245
soc,soc,0.02570897836496255,315
np,loc_cor,0.0030065673650685235,246
soc,soc,0.02570897836496255,315
np,loc_cor,0.00026600420972247617,247
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.017697000039290332,248
soc,soc,0.02570897836496255,315
loc,loc_cor,0.010926358305074654,249
soc,soc,0.02570897836496255,315
loc,loc_cor,0.008156620318340078,250
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0002210040709208532,251
soc,soc,0.02570897836496255,315
loc,loc_cor,0.005625441187380458,252
soc,soc,0.02570897836496255,315
loc,loc_cor,0.00243282601754952,253
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.00028143440585237076,254
soc,soc,0.02570897836496255,315
loc,loc_cor,0.009331166848227173,255
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01818071280277113,256
soc,soc,0.02570897836496255,315
soc,loc_cor,0.013325933393086218,257
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.024865881962171564,258
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.003836530554024702,259
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.009900439846148634,260
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.001063749903327567,261
soc,soc,0.02570897836496255,315
np,loc_cor,0.022555787066427913,262
soc,soc,0.02570897836496255,315
np,loc_cor,0.030071846491315692,263
soc,soc,0.02570897836496255,315
np,loc_cor,0.014519639230392397,264
soc,soc,0.02570897836496255,315
np,loc_cor,0.027394452182691983,265
soc,soc,0.02570897836496255,315
np,loc_cor,0.04049019990110534,266
soc,soc,0.02570897836496255,315
np,loc_cor,0.012096945208923912,267
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0406126158876043,268
soc,soc,0.02570897836496255,315
loc,loc_cor,0.012009255384340493,269
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02574704144320848,270
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02708162124915639,271
soc,soc,0.02570897836496255,315
loc,loc_cor,0.034916425612115255,272
soc,soc,0.02570897836496255,315
loc,loc_cor,0.026211834193981418,273
soc,soc,0.02570897836496255,315
loc,loc_cor,0.015078111081501134,274
soc,soc,0.02570897836496255,315
soc,loc_cor,0.010812231080859658,275
soc,soc,0.02570897836496255,315
soc,loc_cor,0.014482089444539452,276
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.04596986098225984,277
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03518048584434872,278
soc,soc,0.02570897836496255,315
soc,loc_cor,0.024111707178398542,279
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.05010757180234546,280
soc,soc,0.02570897836496255,315
np,loc_cor,0.030660387310777748,281
soc,soc,0.02570897836496255,315
np,loc_cor,0.009753392405438262,282
soc,soc,0.02570897836496255,315
np,loc_cor,0.015009309776003614,283
soc,soc,0.02570897836496255,315
np,loc_cor,0.03621741622439325,284
soc,soc,0.02570897836496255,315
np,loc_cor,0.025343006487766637,285
soc,soc,0.02570897836496255,315
loc,loc_cor,0.010381199541654024,286
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0027974529468991717,287
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03034671512749793,288
soc,soc,0.02570897836496255,315
loc,loc_cor,0.015950762397340338,289
soc,soc,0.02570897836496255,315
loc,loc_cor,0.024840772289789557,290
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03620507086542005,291
soc,soc,0.02570897836496255,315
soc,loc_cor,0.010666099927607616,292
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01754467664422361,293
soc,soc,0.02570897836496255,315
soc,loc_cor,0.007895057152102807,294
soc,soc,0.02570897836496255,315
soc,loc_cor,0.039400525671757905,295
soc,soc,0.02570897836496255,315
soc,loc_cor,0.07046928375071203,296
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01089580467742357,297
soc,soc,0.02570897836496255,315
np,loc_cor,0.02532996416575199,298
soc,soc,0.02570897836496255,315
np,loc_cor,0.021833411926719247,299
soc,soc,0.02570897836496255,315
np,loc_cor,0.031887639986846184,300
soc,soc,0.02570897836496255,315
np,loc_cor,0.01759544038458598,301
soc,soc,0.02570897836496255,315
np,loc_cor,0.03346769602191354,302
soc,soc,0.02570897836496255,315
loc,loc_cor,0.028715497706761066,303
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01860863158002379,304
soc,soc,0.02570897836496255,315
loc,loc_cor,0.022086878258196347,305
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02525900554804087,306
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04971528349319262,307
soc,soc,0.02570897836496255,315
loc,loc_cor,0.018615048427204232,308
soc,soc,0.02570897836496255,315
loc,loc_cor,0.019515866016839897,309
soc,soc,0.02570897836496255,315
soc,loc_cor,0.028779998175904195,310
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03456283802212478,311
soc,soc,0.02570897836496255,315
soc,loc_cor,0.046652013823612816,312
soc,soc,0.02570897836496255,315
soc,loc_cor,0.019432244772692002,313
soc,soc,0.02570897836496255,315
soc,loc_cor,0.04596878476349411,314
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018244365756598928,315
soc,soc,0.02570897836496255,315
