corr_value,WV_Type,Template
0.0879298706081789,recall,loc
0.06266832377022127,recall,soc
0.026117888892446626,recall,loc
0.03336889604750724,recall,soc
0.04928891070969196,recall,loc
0.043854133922191445,recall,soc
0.02808316202558132,recall,loc
0.021423828748830448,recall,soc
0.03375017445245905,recall,loc
0.014252705865195558,recall,soc
0.026504028604651796,recall,loc
0.03966809370021525,recall,soc
0.060243543638299625,recall,loc
0.04722239038774929,recall,soc
0.023083871909564343,recall,loc
0.03874713148662505,recall,soc
0.028898594203524974,recall,loc
0.02067441715493609,recall,soc
0.03625172152041082,recall,loc
0.014176340438484517,recall,soc
0.045718657046492736,recall,loc
0.024999063290588697,recall,soc
0.08391678815169883,recall,loc
0.030075302880464463,recall,soc
0.040007135925688615,recall,loc
0.034689216516846845,recall,soc
0.018164178676150576,recall,loc
0.001982419775887607,recall,soc
0.018577024645458833,recall,loc
0.0207117092615408,recall,soc
0.05613678431540042,recall,loc
0.035988444620716376,recall,soc
0.032565046632407536,recall,loc
0.05249705245674679,recall,soc
0.006738664514655812,recall,loc
0.01725963247120953,recall,soc
-0.004492242148210885,recall,loc
0.03257849429209822,recall,soc
0.02334739099728071,recall,loc
0.07845499418421906,recall,soc
-0.002142497359651558,recall,loc
0.10830208795971064,recall,soc
0.0006741072791271271,recall,loc
0.012517736317010017,recall,soc
0.0033831464275796952,recall,loc
0.03316524072726253,recall,soc
-0.017450278725294335,recall,loc
0.06000402994973789,recall,soc
0.01131408063322971,recall,loc
0.02548814540472787,recall,soc
0.00854533998498822,recall,loc
0.035280592893092315,recall,soc
0.0006272176241165392,recall,loc
0.012823904280005885,recall,soc
0.0059385015811625535,recall,loc
0.027964122932462684,recall,soc
0.00013080188797219553,recall,loc
0.010068829562928589,recall,soc
0.0027108977057144516,recall,loc
0.055543681086302914,recall,soc
0.009770138034391751,recall,loc
0.023419756901014773,recall,soc
0.018633147394081066,recall,loc
0.008620788952996148,recall,soc
-0.022206738090928876,recall,loc
0.010305773569874523,recall,soc
0.01367392930166298,recall,loc
0.007745698041896529,recall,soc
0.07662005153606831,recall,loc
0.055857709440718856,recall,soc
-0.0007194333020336125,recall,loc
0.03421288427217284,recall,soc
-0.0034144241387657685,recall,loc
0.013359473985686031,recall,soc
-0.009571707776450625,recall,loc
0.036243567246111594,recall,soc
-0.024616688281564814,recall,loc
0.038281811551414434,recall,soc
0.025943870863006133,recall,loc
0.013323501642059993,recall,soc
0.03229114939652339,recall,loc
0.009948973166906306,recall,soc
0.022071045170379888,recall,loc
0.02141239975787062,recall,soc
0.029674207513619086,recall,loc
0.031389233215388,recall,soc
0.027058568767937632,recall,loc
0.026016381961794618,recall,soc
0.01397230501709524,recall,loc
0.008826326136368677,recall,soc
0.04004851224594608,recall,loc
0.029493025479867586,recall,soc
0.011625001219011975,recall,loc
-0.004921989619894153,recall,soc
0.04026923906053633,recall,loc
-0.004306671294682258,recall,soc
0.05022205186487945,recall,loc
0.010117517011786223,recall,soc
0.01170678596624105,recall,loc
0.07150852302436582,recall,soc
0.025341641781636195,recall,loc
0.00700212994616726,recall,soc
0.026761125853286685,recall,loc
0.04735202260838965,recall,soc
0.034510591544644545,recall,loc
0.03261853034108937,recall,soc
0.025820953441870912,recall,loc
0.018086385753605536,recall,soc
0.018899677129038752,recall,loc
0.04610012506999966,recall,soc
-0.030653545751549157,recall,loc
0.024906501141396184,recall,soc
0.014579565303514093,recall,loc
0.006551821815909594,recall,soc
0.01038023358774238,recall,loc
0.02072029362941347,recall,soc
0.034677322374653076,recall,loc
0.027424813634737536,recall,soc
0.013990056838002531,recall,loc
0.00011333217138803902,recall,soc
-0.04626279263959227,recall,loc
-0.032881519485455306,recall,soc
-0.0508570721871348,recall,loc
-0.013824427867407878,recall,soc
0.0236876948495852,recall,loc
0.024928692679498377,recall,soc
0.0302283400522572,recall,loc
0.041491316777940226,recall,soc
0.08989002836489078,recall,loc
0.0694984012621389,recall,soc
0.009287669969813485,recall,loc
0.01805914925859639,recall,soc
0.014450092975469998,recall,loc
0.03612215563346485,recall,soc
0.025213996486987356,recall,loc
0.07371608480071047,recall,soc
0.03574493680026986,recall,loc
0.04281136016571232,recall,soc
0.020563919093749092,recall,loc
0.05567523375806899,recall,soc
0.010026455491718048,recall,loc
0.022139960305765236,recall,soc
0.030017234672564536,recall,loc
0.055078652619378755,recall,soc
0.0023204087210729903,recall,loc
0.022925354868959507,recall,soc
0.015536856314900663,recall,loc
0.02451666853496193,recall,soc
0.024335447362205484,recall,loc
0.02906328440991437,recall,soc
0.035707622512589056,recall,loc
0.03564719090731062,recall,soc
0.02152974253003118,recall,loc
0.028260060290650976,recall,soc
0.01015650163525238,recall,loc
0.02982665769873898,recall,soc
0.017129762040589882,recall,loc
0.046633736400021344,recall,soc
0.007380460425471878,recall,loc
0.007266580962920327,recall,soc
0.03897615538389302,recall,loc
0.0395221049453947,recall,soc
0.07004827871779029,recall,loc
0.04202999662873332,recall,soc
0.017061229914931697,recall,loc
0.011750613353113119,recall,soc
0.010405645489220117,recall,loc
0.02501600148233886,recall,soc
0.021919669733675887,recall,loc
0.04856813214245333,recall,soc
0.0253689407883207,recall,loc
0.025953701406121278,recall,soc
0.03205781018322695,recall,loc
0.051958653253714064,recall,soc
0.017637688099423506,recall,loc
0.04624073787133294,recall,soc
0.029336629289756996,recall,loc
0.03282245741163159,recall,soc
0.02439385243805604,recall,loc
0.04262994617378007,recall,soc
0.03348527246719037,recall,loc
0.06182460400675871,recall,soc
0.02882160225243022,recall,loc
0.01455078411368291,recall,soc
0.018740213279847956,recall,loc
0.018017639016842595,recall,soc
0.022233422874042858,recall,loc
0.03243303983143349,recall,soc
0.049780179978992936,recall,loc
0.03016350680795271,recall,soc
0.02536718892113532,recall,loc
0.031435738321914486,recall,soc
0.01958551516555055,recall,loc
0.028361696747941048,recall,soc
0.018689151505293895,recall,loc
0.037072162982940325,recall,soc
0.02886525955265473,recall,loc
0.025966280156144744,recall,soc
0.03459802836033575,recall,loc
0.047091125041631966,recall,soc
0.046791862493743085,recall,loc
0.024506655888191765,recall,soc
0.019505004714285876,recall,loc
0.037762549932825115,recall,soc
0.018420959871390218,recall,loc
0.02606993553256783,recall,soc
0.04613544816186707,recall,loc
0.025210518862284384,recall,soc
0.012151795402276792,recall,loc
0.03146912452289316,recall,soc
