date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-28,5d46c556fb0ce0001a04fd01,24,20,2,"""busy""",,"""elements table """,,"""the number for sodium is 11""",,"""i cant remember but i thin it was next monday""",,"""3 years""",,"""5 red diamonds""",,"""inside a notebook""",,"""her sister""",
2020-07-28,5bd9fed6780d50000109c503,24,20,2,""" I do not recall""",,"""Physics""",,"""Ions""",,"""no idea""",,"""5 years""",,"""5 red""",,"""thick gold band""",,"""her sister""",
2020-07-28,5e9375259c9687000b26ec11,24,4,1,"""  small""",,"""sience""",,"""the periodic table""",,"""monday""",,"""2 years""",,"""3 red dimonds""",,"""box""",,"""sister""",
2020-07-28,5b4991de56e0140001acb76b,24,20,2,""" It is a beautiful lecture hall""",,"""Chemistry and about ion identity""",,"""The number of protons dictate the identity of the element""",,"""There is a midterm next monday""",,"""6 months""",,"""5 diamonds that are red""",,"""In a notebook""",,"""Her sister""",
