date,prolific_id,story,persp,p_type,1,q1,2,q2,3,q3,4,q4,5,q5,6,q6,7,q7,8,q8
2020-07-28,5ea616a090d52b61615dfb3b,31,1,0,"""there is taxodermy on the walls""",,"""the menus are heavy. on the back is the drinks""",,"""I do not remember this """,,"""I assume they ordered steak so they would like them rare?""",,""" They both work in aviation technology. One of them works in disruption technology for aviation. I think one of them is CEo""",,"""600 million""",,"""Avitech""",,"""clink of a martini glass""",
2020-07-28,5d331b4c9ce6590019010930,31,30,2,""" old worlde""",,"""grease covered""",,"""steak and drink, venison and martini""",,"""not much""",,"""ceo and designer""",,"""600,0000""",,"""jetoline""",,"""clink glasses""",
