participant,story,schema,1,2,3,4,5,6,7,8
030419_p1,21,Social,0,1,1,2,1,0,2,2
030419_p2,21,Location,1,2,2,2,2,0,2,2
030519_p1,21,Social,2,0,2,2,2,2,2,2
030719_p2,21,Social,2,2,2,2,2,2,2,2
030819_p1,21,Location,0,0,0,1,2,1,2,2
031219_p1,21,Social,0,0,0,0,0,0,2,0
031319_p1,21,Location,,,,,,,,
031319_p4,21,Social,1,0,0,1,2,1,2,2
031519_p1,21,Social,2,0,1,1,2,0,2,2
